SampleID	DNAID	Profile	Description	fwd1	rvs1	fwd2	rvs2	fwd3	rvs3	fwd4	rvs4	fwd5	rvs5	fwd6	rvs6
JEP178	JVN178	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN178_S34_L003_R1_001.fastq.gz	JVN178_S34_L003_R2_001.fastq.gz										
JEP179	JVN179	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN179_S35_L003_R1_001.fastq.gz	JVN179_S35_L003_R2_001.fastq.gz										
JEP18	JVN18	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN18_S149_L002_R1_001.fastq.gz	JVN18_S149_L002_R2_001.fastq.gz	JVN18_S213_L004_R1_001.fastq.gz	JVN18_S213_L004_R2_001.fastq.gz	JVN18_S120_L003_R1_001.fastq.gz	JVN18_S120_L003_R2_001.fastq.gz	JVN18_S120_L002_R1_001.fastq.gz	JVN18_S120_L002_R2_001.fastq.gz	JVN18_S120_L001_R1_001.fastq.gz	JVN18_S120_L001_R2_001.fastq.gz	JVN18_S320_L001_R1_001.fastq.gz	JVN18_S320_L001_R2_001.fastq.gz
JEP180	JVN180	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN180_S36_L003_R1_001.fastq.gz	JVN180_S36_L003_R2_001.fastq.gz										
JEP181	JVN181	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN181_S37_L003_R1_001.fastq.gz	JVN181_S37_L003_R2_001.fastq.gz										
JEP182	JVN182	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN182_S38_L003_R1_001.fastq.gz	JVN182_S38_L003_R2_001.fastq.gz										
JEP183	JVN183	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN183_S39_L003_R1_001.fastq.gz	JVN183_S39_L003_R2_001.fastq.gz										
JEP184	JVN184	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN184_S40_L003_R1_001.fastq.gz	JVN184_S40_L003_R2_001.fastq.gz	JVN184_S23_L002_R1_001.fastq.gz	JVN184_S23_L002_R2_001.fastq.gz								
JEP19	JVN19	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN19_S150_L002_R1_001.fastq.gz	JVN19_S150_L002_R2_001.fastq.gz	JVN19_S214_L004_R1_001.fastq.gz	JVN19_S214_L004_R2_001.fastq.gz	JVN19_S121_L003_R1_001.fastq.gz	JVN19_S121_L003_R2_001.fastq.gz	JVN19_S121_L002_R1_001.fastq.gz	JVN19_S121_L002_R2_001.fastq.gz	JVN19_S121_L001_R1_001.fastq.gz	JVN19_S121_L001_R2_001.fastq.gz	JVN19_S333_L001_R1_001.fastq.gz	JVN19_S333_L001_R2_001.fastq.gz
JEP193	JVN193	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN193_S41_L003_R1_001.fastq.gz	JVN193_S41_L003_R2_001.fastq.gz										
JEP194	JVN194	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN194_S42_L003_R1_001.fastq.gz	JVN194_S42_L003_R2_001.fastq.gz	JVN194_S24_L002_R1_001.fastq.gz	JVN194_S24_L002_R2_001.fastq.gz								
JEP195	JVN195	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN195_S43_L003_R1_001.fastq.gz	JVN195_S43_L003_R2_001.fastq.gz	JVN195_S25_L002_R1_001.fastq.gz	JVN195_S25_L002_R2_001.fastq.gz								
JEP196	JVN196	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN196_S44_L003_R1_001.fastq.gz	JVN196_S44_L003_R2_001.fastq.gz	JVN196_S26_L002_R1_001.fastq.gz	JVN196_S26_L002_R2_001.fastq.gz								
JEP197	JVN197	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN197_S45_L003_R1_001.fastq.gz	JVN197_S45_L003_R2_001.fastq.gz										
JEP198	JVN198	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN198_S46_L003_R1_001.fastq.gz	JVN198_S46_L003_R2_001.fastq.gz	JVN198_S27_L002_R1_001.fastq.gz	JVN198_S27_L002_R2_001.fastq.gz								
JEP199	JVN199	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN199_S47_L003_R1_001.fastq.gz	JVN199_S47_L003_R2_001.fastq.gz										
JEP2	JVN2	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN2_S133_L002_R1_001.fastq.gz	JVN2_S133_L002_R2_001.fastq.gz	JVN2_S197_L004_R1_001.fastq.gz	JVN2_S197_L004_R2_001.fastq.gz	JVN2_S104_L003_R1_001.fastq.gz	JVN2_S104_L003_R2_001.fastq.gz	JVN2_S104_L002_R1_001.fastq.gz	JVN2_S104_L002_R2_001.fastq.gz	JVN2_S104_L001_R1_001.fastq.gz	JVN2_S104_L001_R2_001.fastq.gz		
JEP20	JVN20	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN20_S151_L002_R1_001.fastq.gz	JVN20_S151_L002_R2_001.fastq.gz	JVN20_S215_L004_R1_001.fastq.gz	JVN20_S215_L004_R2_001.fastq.gz	JVN20_S122_L003_R1_001.fastq.gz	JVN20_S122_L003_R2_001.fastq.gz	JVN20_S122_L002_R1_001.fastq.gz	JVN20_S122_L002_R2_001.fastq.gz	JVN20_S122_L001_R1_001.fastq.gz	JVN20_S122_L001_R2_001.fastq.gz		
JEP200	JVN200	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN200_S48_L003_R1_001.fastq.gz	JVN200_S48_L003_R2_001.fastq.gz	JVN200_S28_L002_R1_001.fastq.gz	JVN200_S28_L002_R2_001.fastq.gz								
JEP201	JVN201	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN201_S49_L003_R1_001.fastq.gz	JVN201_S49_L003_R2_001.fastq.gz	JVN201_S29_L002_R1_001.fastq.gz	JVN201_S29_L002_R2_001.fastq.gz								
JEP202	JVN202	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN202_S50_L003_R1_001.fastq.gz	JVN202_S50_L003_R2_001.fastq.gz										
JEP203	JVN203	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN203_S51_L003_R1_001.fastq.gz	JVN203_S51_L003_R2_001.fastq.gz										
JEP204	JVN204	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN204_S52_L003_R1_001.fastq.gz	JVN204_S52_L003_R2_001.fastq.gz										
JEP205	JVN205	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN205_S53_L003_R1_001.fastq.gz	JVN205_S53_L003_R2_001.fastq.gz										
JEP206	JVN206	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN206_S54_L003_R1_001.fastq.gz	JVN206_S54_L003_R2_001.fastq.gz										
JEP207	JVN207	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN207_S55_L003_R1_001.fastq.gz	JVN207_S55_L003_R2_001.fastq.gz										
JEP208	JVN208	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN208_S56_L003_R1_001.fastq.gz	JVN208_S56_L003_R2_001.fastq.gz										
JEP21	JVN21	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN21_S152_L002_R1_001.fastq.gz	JVN21_S152_L002_R2_001.fastq.gz	JVN21_S216_L004_R1_001.fastq.gz	JVN21_S216_L004_R2_001.fastq.gz	JVN21_S123_L003_R1_001.fastq.gz	JVN21_S123_L003_R2_001.fastq.gz	JVN21_S123_L002_R1_001.fastq.gz	JVN21_S123_L002_R2_001.fastq.gz	JVN21_S123_L001_R1_001.fastq.gz	JVN21_S123_L001_R2_001.fastq.gz		
JEP22	JVN22	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN22_S153_L002_R1_001.fastq.gz	JVN22_S153_L002_R2_001.fastq.gz	JVN22_S217_L004_R1_001.fastq.gz	JVN22_S217_L004_R2_001.fastq.gz	JVN22_S124_L003_R1_001.fastq.gz	JVN22_S124_L003_R2_001.fastq.gz	JVN22_S124_L002_R1_001.fastq.gz	JVN22_S124_L002_R2_001.fastq.gz	JVN22_S124_L001_R1_001.fastq.gz	JVN22_S124_L001_R2_001.fastq.gz		
JEP23	JVN23	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN23_S154_L002_R1_001.fastq.gz	JVN23_S154_L002_R2_001.fastq.gz	JVN23_S218_L004_R1_001.fastq.gz	JVN23_S218_L004_R2_001.fastq.gz	JVN23_S125_L003_R1_001.fastq.gz	JVN23_S125_L003_R2_001.fastq.gz	JVN23_S125_L002_R1_001.fastq.gz	JVN23_S125_L002_R2_001.fastq.gz	JVN23_S125_L001_R1_001.fastq.gz	JVN23_S125_L001_R2_001.fastq.gz	JVN23_S332_L001_R1_001.fastq.gz	JVN23_S332_L001_R2_001.fastq.gz
JEP24	JVN24	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN24_S155_L002_R1_001.fastq.gz	JVN24_S155_L002_R2_001.fastq.gz	JVN24_S219_L004_R1_001.fastq.gz	JVN24_S219_L004_R2_001.fastq.gz	JVN24_S126_L003_R1_001.fastq.gz	JVN24_S126_L003_R2_001.fastq.gz	JVN24_S126_L002_R1_001.fastq.gz	JVN24_S126_L002_R2_001.fastq.gz	JVN24_S126_L001_R1_001.fastq.gz	JVN24_S126_L001_R2_001.fastq.gz		
JEP25	JVN25	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN25_S156_L002_R1_001.fastq.gz	JVN25_S156_L002_R2_001.fastq.gz	JVN25_S220_L004_R1_001.fastq.gz	JVN25_S220_L004_R2_001.fastq.gz	JVN25_S127_L003_R1_001.fastq.gz	JVN25_S127_L003_R2_001.fastq.gz	JVN25_S127_L002_R1_001.fastq.gz	JVN25_S127_L002_R2_001.fastq.gz	JVN25_S127_L001_R1_001.fastq.gz	JVN25_S127_L001_R2_001.fastq.gz		
JEP26	JVN26	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN26_S157_L002_R1_001.fastq.gz	JVN26_S157_L002_R2_001.fastq.gz	JVN26_S221_L004_R1_001.fastq.gz	JVN26_S221_L004_R2_001.fastq.gz	JVN26_S128_L003_R1_001.fastq.gz	JVN26_S128_L003_R2_001.fastq.gz	JVN26_S128_L002_R1_001.fastq.gz	JVN26_S128_L002_R2_001.fastq.gz	JVN26_S128_L001_R1_001.fastq.gz	JVN26_S128_L001_R2_001.fastq.gz		
JEP27	JVN27	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN27_S158_L002_R1_001.fastq.gz	JVN27_S158_L002_R2_001.fastq.gz	JVN27_S222_L004_R1_001.fastq.gz	JVN27_S222_L004_R2_001.fastq.gz	JVN27_S129_L003_R1_001.fastq.gz	JVN27_S129_L003_R2_001.fastq.gz	JVN27_S129_L002_R1_001.fastq.gz	JVN27_S129_L002_R2_001.fastq.gz	JVN27_S129_L001_R1_001.fastq.gz	JVN27_S129_L001_R2_001.fastq.gz		
JEP28	JVN28	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN28_S159_L002_R1_001.fastq.gz	JVN28_S159_L002_R2_001.fastq.gz	JVN28_S223_L004_R1_001.fastq.gz	JVN28_S223_L004_R2_001.fastq.gz	JVN28_S130_L003_R1_001.fastq.gz	JVN28_S130_L003_R2_001.fastq.gz	JVN28_S130_L002_R1_001.fastq.gz	JVN28_S130_L002_R2_001.fastq.gz	JVN28_S130_L001_R1_001.fastq.gz	JVN28_S130_L001_R2_001.fastq.gz		
JEP29	JVN29	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN29_S160_L002_R1_001.fastq.gz	JVN29_S160_L002_R2_001.fastq.gz	JVN29_S224_L004_R1_001.fastq.gz	JVN29_S224_L004_R2_001.fastq.gz	JVN29_S131_L003_R1_001.fastq.gz	JVN29_S131_L003_R2_001.fastq.gz	JVN29_S131_L002_R1_001.fastq.gz	JVN29_S131_L002_R2_001.fastq.gz	JVN29_S131_L001_R1_001.fastq.gz	JVN29_S131_L001_R2_001.fastq.gz		
JEP3	JVN3	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN3_S134_L002_R1_001.fastq.gz	JVN3_S134_L002_R2_001.fastq.gz	JVN3_S198_L004_R1_001.fastq.gz	JVN3_S198_L004_R2_001.fastq.gz	JVN3_S105_L003_R1_001.fastq.gz	JVN3_S105_L003_R2_001.fastq.gz	JVN3_S105_L002_R1_001.fastq.gz	JVN3_S105_L002_R2_001.fastq.gz	JVN3_S105_L001_R1_001.fastq.gz	JVN3_S105_L001_R2_001.fastq.gz		
JEP30	JVN30	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN30_S161_L002_R1_001.fastq.gz	JVN30_S161_L002_R2_001.fastq.gz	JVN30_S225_L004_R1_001.fastq.gz	JVN30_S225_L004_R2_001.fastq.gz	JVN30_S132_L003_R1_001.fastq.gz	JVN30_S132_L003_R2_001.fastq.gz	JVN30_S132_L002_R1_001.fastq.gz	JVN30_S132_L002_R2_001.fastq.gz	JVN30_S132_L001_R1_001.fastq.gz	JVN30_S132_L001_R2_001.fastq.gz		
JEP31	JVN31	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN31_S162_L002_R1_001.fastq.gz	JVN31_S162_L002_R2_001.fastq.gz	JVN31_S226_L004_R1_001.fastq.gz	JVN31_S226_L004_R2_001.fastq.gz	JVN31_S133_L003_R1_001.fastq.gz	JVN31_S133_L003_R2_001.fastq.gz	JVN31_S133_L002_R1_001.fastq.gz	JVN31_S133_L002_R2_001.fastq.gz	JVN31_S133_L001_R1_001.fastq.gz	JVN31_S133_L001_R2_001.fastq.gz		
JEP32	JVN32	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN32_S163_L002_R1_001.fastq.gz	JVN32_S163_L002_R2_001.fastq.gz	JVN32_S227_L004_R1_001.fastq.gz	JVN32_S227_L004_R2_001.fastq.gz	JVN32_S134_L003_R1_001.fastq.gz	JVN32_S134_L003_R2_001.fastq.gz	JVN32_S134_L002_R1_001.fastq.gz	JVN32_S134_L002_R2_001.fastq.gz	JVN32_S134_L001_R1_001.fastq.gz	JVN32_S134_L001_R2_001.fastq.gz		
JEP33	JVN33	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN33_S164_L002_R1_001.fastq.gz	JVN33_S164_L002_R2_001.fastq.gz	JVN33_S228_L004_R1_001.fastq.gz	JVN33_S228_L004_R2_001.fastq.gz	JVN33_S135_L003_R1_001.fastq.gz	JVN33_S135_L003_R2_001.fastq.gz	JVN33_S135_L002_R1_001.fastq.gz	JVN33_S135_L002_R2_001.fastq.gz	JVN33_S135_L001_R1_001.fastq.gz	JVN33_S135_L001_R2_001.fastq.gz		
JEP34	JVN34	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN34_S165_L002_R1_001.fastq.gz	JVN34_S165_L002_R2_001.fastq.gz	JVN34_S229_L004_R1_001.fastq.gz	JVN34_S229_L004_R2_001.fastq.gz	JVN34_S136_L003_R1_001.fastq.gz	JVN34_S136_L003_R2_001.fastq.gz	JVN34_S136_L002_R1_001.fastq.gz	JVN34_S136_L002_R2_001.fastq.gz	JVN34_S136_L001_R1_001.fastq.gz	JVN34_S136_L001_R2_001.fastq.gz		
JEP35	JVN35	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN35_S166_L002_R1_001.fastq.gz	JVN35_S166_L002_R2_001.fastq.gz	JVN35_S230_L004_R1_001.fastq.gz	JVN35_S230_L004_R2_001.fastq.gz	JVN35_S137_L003_R1_001.fastq.gz	JVN35_S137_L003_R2_001.fastq.gz	JVN35_S137_L002_R1_001.fastq.gz	JVN35_S137_L002_R2_001.fastq.gz	JVN35_S137_L001_R1_001.fastq.gz	JVN35_S137_L001_R2_001.fastq.gz		
JEP36	JVN36	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN36_S167_L002_R1_001.fastq.gz	JVN36_S167_L002_R2_001.fastq.gz	JVN36_S231_L004_R1_001.fastq.gz	JVN36_S231_L004_R2_001.fastq.gz	JVN36_S138_L003_R1_001.fastq.gz	JVN36_S138_L003_R2_001.fastq.gz	JVN36_S138_L002_R1_001.fastq.gz	JVN36_S138_L002_R2_001.fastq.gz	JVN36_S138_L001_R1_001.fastq.gz	JVN36_S138_L001_R2_001.fastq.gz		
JEP37	JVN37	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN37_S168_L002_R1_001.fastq.gz	JVN37_S168_L002_R2_001.fastq.gz	JVN37_S232_L004_R1_001.fastq.gz	JVN37_S232_L004_R2_001.fastq.gz	JVN37_S139_L003_R1_001.fastq.gz	JVN37_S139_L003_R2_001.fastq.gz	JVN37_S139_L002_R1_001.fastq.gz	JVN37_S139_L002_R2_001.fastq.gz	JVN37_S139_L001_R1_001.fastq.gz	JVN37_S139_L001_R2_001.fastq.gz		
JEP38	JVN38	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN38_S169_L002_R1_001.fastq.gz	JVN38_S169_L002_R2_001.fastq.gz	JVN38_S233_L004_R1_001.fastq.gz	JVN38_S233_L004_R2_001.fastq.gz	JVN38_S140_L003_R1_001.fastq.gz	JVN38_S140_L003_R2_001.fastq.gz	JVN38_S140_L002_R1_001.fastq.gz	JVN38_S140_L002_R2_001.fastq.gz	JVN38_S140_L001_R1_001.fastq.gz	JVN38_S140_L001_R2_001.fastq.gz		
JEP39	JVN39	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN39_S170_L002_R1_001.fastq.gz	JVN39_S170_L002_R2_001.fastq.gz	JVN39_S234_L004_R1_001.fastq.gz	JVN39_S234_L004_R2_001.fastq.gz	JVN39_S141_L003_R1_001.fastq.gz	JVN39_S141_L003_R2_001.fastq.gz	JVN39_S141_L002_R1_001.fastq.gz	JVN39_S141_L002_R2_001.fastq.gz	JVN39_S141_L001_R1_001.fastq.gz	JVN39_S141_L001_R2_001.fastq.gz		
JEP4	JVN4	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN4_S135_L002_R1_001.fastq.gz	JVN4_S135_L002_R2_001.fastq.gz	JVN4_S199_L004_R1_001.fastq.gz	JVN4_S199_L004_R2_001.fastq.gz	JVN4_S106_L003_R1_001.fastq.gz	JVN4_S106_L003_R2_001.fastq.gz	JVN4_S106_L002_R1_001.fastq.gz	JVN4_S106_L002_R2_001.fastq.gz	JVN4_S106_L001_R1_001.fastq.gz	JVN4_S106_L001_R2_001.fastq.gz		
JEP40	JVN40	Non DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVN40_S171_L002_R1_001.fastq.gz	JVN40_S171_L002_R2_001.fastq.gz	JVN40_S235_L004_R1_001.fastq.gz	JVN40_S235_L004_R2_001.fastq.gz	JVN40_S142_L003_R1_001.fastq.gz	JVN40_S142_L003_R2_001.fastq.gz	JVN40_S142_L002_R1_001.fastq.gz	JVN40_S142_L002_R2_001.fastq.gz	JVN40_S142_L001_R1_001.fastq.gz	JVN40_S142_L001_R2_001.fastq.gz		
